Vernr;Bokföringsdatum;Registreringsdatum;Konto;Benämning;Ks;Projnr;Verifikationstext;Transaktionsinfo;Debet;Kredit
A538;2023-05-10;2023-05-15;4412;Inköp pubdryck;SEX1;;STORA COOP LUND K6612;;1215,2;
A539;2023-05-10;2023-05-16;1943;Bank sexmästeriet;;;Systembolaget   K6612;;;1245
A539;2023-05-10;2023-05-16;4412;Inköp pubdryck;SEX1;;Systembolaget   K6612;;177;
A539;2023-05-10;2023-05-16;4311;Inköp mat;SEX1;;Systembolaget   K6612;;1068;
A540;2023-05-08;2023-05-15;1941;Bank F;;;8,31397E+13;;;17000
A540;2023-05-08;2023-05-15;1943;Bank sexmästeriet;;;8,31397E+13;;17000;
A541;2023-05-09;2023-05-15;1941;Bank F;;;8,31397E+13;;;2000
A541;2023-05-09;2023-05-15;1943;Bank sexmästeriet;;;8,31397E+13;;2000;
A542;2023-05-09;2023-05-15;1941;Bank F;;;8,31397E+13;;;40000
A542;2023-05-09;2023-05-15;1943;Bank sexmästeriet;;;8,31397E+13;;40000;
A543;2023-05-10;2023-05-15;1943;Bank sexmästeriet;;;LUNDS KOMMUN (Tillstånd Reisesittning Nollning);;;1400
A543;2023-05-10;2023-05-15;4210;Arrangemangskostnad;KUL1;;LUNDS KOMMUN (Tillstånd Reisesittning Nollning);;1400;
A544;2023-05-10;2023-05-15;1943;Bank sexmästeriet;;;LUNDS KOMMUN (Tillstånd SING);;;1400
A544;2023-05-10;2023-05-15;6950;Avgift till myndighet;NOL1;;LUNDS KOMMUN (Tillstånd SING);;1400;
A545;2023-05-10;2023-05-15;1943;Bank sexmästeriet;;;LUNDS KOMMUN (Tillstånd FETSM 2);;;1400
A545;2023-05-10;2023-05-15;6950;Avgift till myndighet;SEX1;;LUNDS KOMMUN (Tillstånd FETSM 2);;1400;
A546;2023-05-10;2023-05-15;1943;Bank sexmästeriet;;;LUNDS KOMMUN (Tillstånd Pub Nollning);;;1400
A546;2023-05-10;2023-05-15;6950;Avgift till myndighet;SEX1;;LUNDS KOMMUN (Tillstånd Pub Nollning);;1400;
A548;2023-05-10;2023-05-16;1941;Bank F;;;8,31397E+13;;;4000
A548;2023-05-10;2023-05-16;1943;Bank sexmästeriet;;;8,31397E+13;;4000;
A549;2023-05-10;2023-05-16;1941;Bank F;;;8,31397E+13;;;6000
A549;2023-05-10;2023-05-16;1943;Bank sexmästeriet;;;8,31397E+13;;6000;
A550;2023-05-11;2023-05-16;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K9173;;;182,5
A550;2023-05-11;2023-05-16;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K9173;;182,5;
A551;2023-05-16;2023-09-25;1942;Bank café;;;Zettle Komplett Lv6 Lp4;;79050,98;
A551;2023-05-16;2023-09-25;3010;Försäljning;CAF1;;Zettle Komplett Lv6 Lp4;;;29347
A551;2023-05-16;2023-09-25;3110;Biljetter;KUL1;;Zettle Komplett Lv6 Lp4;Tandembiljetter;;6993
A551;2023-05-16;2023-09-25;3110;Biljetter;SEX1;;Zettle Komplett Lv6 Lp4;;;2350
A551;2023-05-16;2023-09-25;3121;Dryckesförsäljning;SEX1;;Zettle Komplett Lv6 Lp4;;;4610
A551;2023-05-16;2023-09-25;3010;Försäljning;SEX1;;Zettle Komplett Lv6 Lp4;;;36960
A551;2023-05-16;2023-09-25;6571;Transaktionsavgifter;ADM1;;Zettle Komplett Lv6 Lp4;;1209,02;
A552;2023-05-16;2023-09-07;1941;Bank F;;;Internöverföring;;;5863,59
A552;2023-05-16;2023-09-07;1946;Bank nollning;;;Internöverföring;;5863,59;
A553;2023-05-11;2023-05-16;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K6612;;;265
A553;2023-05-11;2023-05-16;4412;Inköp pubdryck;SEX1;;ICA KVANTUM MALMBORGS K6612;;40;
A553;2023-05-11;2023-05-16;7695;Arbetskostnad;SEX1;;ICA KVANTUM MALMBORGS K6612;;81,8;
A553;2023-05-11;2023-05-16;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K6612;;143,2;
A554;2023-05-11;2023-05-16;1943;Bank sexmästeriet;;;WILLYS LUND K9173;;;425,3
A554;2023-05-11;2023-05-16;4311;Inköp mat;SEX1;;WILLYS LUND K9173;;425,3;
A555;2023-05-16;2023-05-16;1941;Bank F;;;Hoodies Studieråd;;;2476
A555;2023-05-16;2023-05-16;5480;Arbetskläder;STU1;;Hoodies Studieråd;;2476;
A556;2023-05-12;2023-05-16;1943;Bank sexmästeriet;;;Systembolaget K6612;;177;
A556;2023-05-12;2023-05-16;4412;Inköp pubdryck;SEX1;;Systembolaget K6612;;;177
A557;2023-05-11;2023-05-16;1943;Bank sexmästeriet;;;COOP MÅRTENSTORGET K9173;;;1264,77
A557;2023-05-11;2023-05-16;4311;Inköp mat;SEX1;;COOP MÅRTENSTORGET K9173;;357,75;
A557;2023-05-11;2023-05-16;7695;Arbetskostnad;SEX1;;COOP MÅRTENSTORGET K9173;;907,02;
A558;2023-05-12;2023-05-18;1943;Bank sexmästeriet;;;Systembolaget K6612;;14170,6;
A558;2023-05-12;2023-05-18;4412;Inköp pubdryck;SEX1;;Systembolaget K6612;;;13054,6
A558;2023-05-12;2023-05-18;4312;Inköp Måltidsdryck;SEX1;;Systembolaget K6612;;;1116
A559;2023-05-17;2023-05-17;1941;Bank F;;;NyckelDep;;;2800
A559;2023-05-17;2023-05-17;2391;Nyckeldepositioner;;;NyckelDep;Rebecca Jungåker;500;
A559;2023-05-17;2023-05-17;2391;Nyckeldepositioner;;;NyckelDep;Nils Thorin;500;
A559;2023-05-17;2023-05-17;2391;Nyckeldepositioner;;;NyckelDep;Axel Bergenfeldt;300;
